ID	Evidences length	Evidences list	Complete evidences
Q9KTG8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTH1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTH3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTH7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTI0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTI1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTI3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTI8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTK1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTK5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTK7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTK9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTL0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTM2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTM9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTN8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTP0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTP1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTP2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTP4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTQ7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTS8	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KTT1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTU3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTV3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KTW9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTX2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTY8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KTZ0	1	SL	SL
Q9KU06	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KU40	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KU42	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KU51	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KU94	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KU95	1	PHOBIUS_TM	PHOBIUS_TM
Q9KU98	1	PHOBIUS_TM	PHOBIUS_TM
Q9KU99	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUA2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUA4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUA5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUB4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUC4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUD5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUE6	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUE9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUG2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUG3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUG8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUJ8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUK7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUL1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUL6	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUN1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUN4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUN6	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUQ6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUR6	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUS6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUS7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUT6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUT9	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUU5	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUV1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUV2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUV3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUV4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUV6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUV8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUW0	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUW1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUW6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KUX6	1	PHOBIUS_TM	PHOBIUS_TM
Q9KUY2	1	PHOBIUS_TM	PHOBIUS_TM
Q9KV07	1	PHOBIUS_TM	PHOBIUS_TM
Q9KV20	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KV21	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KV55	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KV57	1	PHOBIUS_TM	PHOBIUS_TM
Q9KV71	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KV73	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KV78	1	PHOBIUS_TM	PHOBIUS_TM
Q9KV85	1	PHOBIUS_TM	PHOBIUS_TM
Q9KV86	1	SL	SL
Q9KV93	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVA3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVD0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVD8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVE3	3	GPI|PHOBIUS_TM|SL	GPI|PHOBIUS_TM|SL
Q9KVE7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVE8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVF1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVF5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVF7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVH3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVI2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVJ1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVJ8	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVJ9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVK0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVK1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVM3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVM4	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVN1	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVP2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVQ1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVQ8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVQ9	1	SL	SL
Q9KVR0	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
Q9KVR4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVR7	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVU9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVV3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVV5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVW3	1	PHOBIUS_TM	PHOBIUS_TM
Q9KVX9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9KVY7	1	PHOBIUS_TM	PHOBIUS_TM
