SEQENCE ID                     TM SP PREDICTION
Q9KLE7                          0  0 o
Q9KLE8                          0  0 o
Q9KLE9                          0  0 o
Q9KLF0                          0  0 o
Q9KLF1                          0  0 o
Q9KLF2                          0  0 i
Q9KLF3                          0  0 o
Q9KLF5                          5  0 i7-24o30-50i57-78o98-117i124-144o
Q9KLF6                          0  0 o
Q9KLF7                          0  0 o
Q9KLF8                          0  0 o
Q9KLF9                          0  0 o
Q9KLG1                          0  Y n20-30c35/36o
Q9KLG2                          0  0 o
Q9KLG3                         10  0 i26-47o254-280i301-328o348-371i391-407o413-438i459-480o690-713i745-768o780-802i
Q9KLG5                          0  0 o
Q9KLG6                          0  0 o
Q9KLG7                          0  0 o
Q9KLG9                          0  0 o
Q9KLH1                          2  0 i21-42o128-153i
Q9KLH3                          0  0 o
Q9KLH4                          0  0 o
Q9KLH5                          0  0 o
Q9KLH6                          0  0 o
Q9KLH7                          0  0 i
Q9KLH8                          1  0 o39-63i
Q9KLH9                          0  0 o
Q9KLI0                          0  0 o
Q9KLI1                          0  0 o
Q9KLI2                          0  0 o
Q9KLI3                          0  0 i
Q9KLI5                          0  Y n4-14c19/20o
Q9KLI8                          0  0 o
Q9KLI9                          0  0 o
Q9KLJ0                          0  0 o
Q9KLJ1                         12  0 i12-33o45-64i76-94o100-122i134-152o158-180i201-220o240-258i265-284o290-309i321-342o354-371i
Q9KLJ4                          1  0 i12-30o
Q9KLJ5                          0  0 o
Q9KLJ8                          0  0 i
Q9KLK0                          3  0 o6-22i29-46o52-68i
Q9KLK1                          0  0 o
Q9KLK3                          0  0 o
Q9KLK4                          0  0 o
Q9KLK5                          0  0 o
Q9KLK8                          0  0 o
Q9KLK9                          0  Y n12-23c28/29o
Q9KLL0                          1  0 o12-35i
Q9KLL1                          0  Y n4-15c21/22o
Q9KLL2                          0  Y n7-15c21/22o
Q9KLL3                          0  0 o
Q9KLL4                          0  0 o
Q9KLL5                          0  0 o
Q9KLM0                          0  Y n3-10c14/15o
Q9KLM1                          0  0 o
Q9KLM2                          0  0 o
Q9KLM3                          0  0 o
Q9KLM5                         12  0 i20-39o45-60i72-88o94-110i117-135o141-158i392-414o420-436i443-462o468-484i489-506o512-534i
Q9KLM7                          4  0 i9-29o35-53i94-114o134-152i
Q9KLM8                          0  Y n20-30c35/36o
Q9KLN0                          0  0 i
Q9KLN3                          0  Y n29-40c45/46o
Q9KLN6                         10  0 i30-50o70-89i101-128o182-206i248-267o287-308i320-338o350-370i382-404o419-437i
Q9KLN7                          0  Y n16-27c35/36o
Q9KLP0                          8  0 o20-39i46-67o73-91i98-117o123-143i150-172o178-198i210-228o
Q9KLP1                          0  0 o
Q9KLP2                          0  0 i
Q9KLP5                          0  0 i
Q9KLP7                          0  0 i
Q9KLP8                          0  Y n4-14c19/20o
Q9KLP9                          0  Y n5-16c24/25o
Q9KLQ3                          0  0 o
Q9KLQ4                          1  0 o316-335i
Q9KLQ7                          0  Y n8-18c26/27o
Q9KLQ8                         12  0 i21-39o59-79i91-109o115-138i150-172o178-198i246-264o276-302i314-333o339-360i372-395o401-423i
Q9KLR3                          0  Y n25-36c41/42o
Q9KLR8                          0  0 o
Q9KLR9                          0  0 o
Q9KLS0                          0  0 o
Q9KLS1                          0  Y n3-14c19/20o
Q9KLS2                         12  0 i16-39o59-77i84-103o115-136i143-168o174-194i231-249o269-288i300-318o330-350i362-384o390-409i
Q9KLS3                          0  0 o
Q9KLS4                         14  0 o6-24i44-67o79-101i122-148o154-176i183-204o224-243i264-289o309-329i365-383o389-411i418-436o442-463i484-505o
Q9KLS7                          0  Y n13-21c26/27o
Q9KLS8                          2  0 i7-29o235-253i
Q9KLS9                          0  0 o
Q9KLT1                          0  0 o
Q9KLT2                          0  Y n6-15c20/21o
Q9KLT3                          2  0 i167-185o191-207i
Q9KLT5                          0  0 o
Q9KLT7                          0  0 o
Q9KLT9                          0  0 o
Q9KLU0                          4  0 i17-39o51-71i131-155o167-184i
Q9KLU1                          0  0 o
Q9KLU2                          0  0 o
Q9KLU3                          0  0 o
Q9KLU4                          0  Y n4-12c18/19o
Q9KLU6                          0  0 o
Q9KLU7                          0  Y n4-15c20/21o
Q9KLU8                          2  0 i34-52o58-82i
Q9KLU9                          0  0 o
Q9KLV0                          4  0 o6-27i48-66o78-98i118-138o
Q9KLV1                          3  Y n10-21c29/30o48-66i96-118o124-143i
Q9KLV2                          0  Y n3-13c18/19o
Q9KLV3                         12  0 i34-53o363-381i388-409o415-435i456-480o492-515i553-576o910-928i935-955o961-982i1003-1025o1037-1059i
Q9KLV4                          0  0 o
Q9KLV5                          0  0 o
Q9KLV6                          0  0 o
Q9KLV7                          0  0 o
Q9KLV8                          3  Y n2-13c17/18o27-47i59-80o86-108i
Q9KLW0                          0  0 o
Q9KLW1                          0  0 o
Q9KLW2                          9  Y n5-16c21/22o57-76i83-106o112-132i144-165o177-194i206-224o230-250i262-285o305-328i
Q9KLW3                          0  0 o
Q9KLW4                          0  0 o
Q9KLW5                          0  Y n2-12c17/18o
Q9KLW6                          0  0 o
Q9KLW9                          0  Y n7-15c20/21o
Q9KLX0                          0  0 o
Q9KLX1                          1  0 o232-252i
Q9KLX2                          0  0 o
Q9KLX8                          0  0 o
Q9KLY0                          0  0 i
Q9KLY2                          0  Y n6-16c20/21o
Q9KLY3                          0  0 o
Q9KLY4                          0  0 o
Q9KLY6                          0  0 o
Q9KLY8                          0  Y n12-20c27/28o
Q9KLY9                          0  0 o
Q9KLZ0                         13  0 o47-71i83-100o106-128i140-162o182-202i223-248o278-298i329-352o384-405i417-439o451-469i515-536o556-583i
Q9KLZ1                          0  0 o
Q9KLZ2                         10  0 o6-22i34-53o65-86i98-116o122-138i150-170o190-214i226-248o254-276i281-300o
Q9KLZ3                          0  0 o
Q9KLZ4                          2  0 o12-34i55-74o
Q9KLZ5                          0  0 o
Q9KLZ6                          0  0 o
Q9KLZ7                          0  0 o
Q9KLZ8                          0  Y n13-21c28/29o
Q9KM00                          6  0 i29-50o150-176i188-206o212-230i265-294o314-335i
Q9KM01                          0  0 o
Q9KM02                          0  0 o
Q9KM03                          0  0 o
Q9KM04                          0  0 o
Q9KM05                          0  0 o
Q9KM06                          0  Y n3-14c19/20o
Q9KM07                          0  0 o
Q9KM10                          0  0 o
Q9KM11                          0  0 o
Q9KM12                          0  Y n4-11c16/17o
Q9KM13                          0  Y n10-21c26/27o
Q9KM14                          0  0 o
Q9KM15                          0  0 o
Q9KM16                          0  Y n8-18c23/24o
Q9KM18                          0  0 o
Q9KM19                          0  0 o
Q9KM20                          0  0 o
Q9KM21                          0  Y n4-15c21/22o
Q9KM22                          0  Y n9-17c23/24o
Q9KM27                          0  0 i
Q9KM28                          0  0 o
Q9KM30                          0  Y n8-19c24/25o
Q9KM31                          0  0 o
Q9KM33                          1  Y n13-23c28/29o52-72i
Q9KM34                          0  0 i
Q9KM35                         12  0 i7-27o47-66i75-93o99-120i132-150o156-178i224-246o258-276i288-306o312-335i347-369o375-395i
Q9KM36                          0  0 i
Q9KM37                          0  0 o
Q9KM38                          0  0 o
Q9KM39                          7  0 i130-159o171-188i200-222o228-248i268-284o290-306i327-346o
Q9KM40                          0  0 o
Q9KM41                          1  0 i26-45o
Q9KM42                          0  0 i
Q9KM43                          9  0 o6-22i34-55o75-97i109-131o137-154i198-222o228-248i255-276o282-304i
Q9KM44                          0  0 o
Q9KM45                          0  0 o
Q9KM46                          5  0 o6-33i54-73o79-97i104-122o128-150i
Q9KM47                          0  0 o
Q9KM48                          0  0 o
Q9KM50                          0  Y n4-14c22/23o
Q9KM51                          4  0 i12-34o54-71i92-109o141-161i
Q9KM52                          0  0 o
Q9KM53                          0  0 o
Q9KM54                          0  Y n4-15c22/23o
Q9KM56                          0  0 o
Q9KM61                          0  0 o
Q9KM63                          0  Y n7-18c23/24o
Q9KM64                         10  0 i12-33o39-58i78-96o102-124i136-155o161-183i195-213o219-239i251-269o281-305i
Q9KM73                          0  0 o
Q9KM74                          0  Y n7-15c20/21o
Q9KM78                          0  0 o
Q9KM79                          0  0 i
Q9KM80                          0  0 o
Q9KM81                          0  0 o
Q9KM82                          1  0 o53-71i
Q9KM83                          0  0 i
Q9KM84                          0  0 o
Q9KM85                          0  0 o
Q9KM86                          0  0 o
Q9KM87                          0  0 o
Q9KM88                          0  0 o
Q9KM89                          0  0 o
Q9KM90                          2  0 i44-63o69-91i
Q9KM91                          0  Y n8-18c23/24o
Q9KM92                          0  0 o
Q9KM93                          0  0 o
Q9KM94                          0  0 o
Q9KM95                          0  Y n2-9c17/18o
Q9KM96                          0  0 o
Q9KM97                          1  0 o20-42i
Q9KM98                          4  0 i46-63o75-94i152-172o178-198i
Q9KM99                          0  0 i
Q9KMA0                          0  0 i
Q9KMA1                          0  Y n3-8c13/14o
Q9KMA2                          0  0 o
Q9KMA3                          0  0 o
Q9KMA4                          0  0 i
Q9KMA7                          0  0 o
Q9KMA8                          0  0 o
Q9KMA9                          2  0 i63-82o88-111i
Q9KMB0                          0  Y n2-9c17/18o
Q9KMB1                          0  0 o
Q9KMB2                          0  0 o
Q9KMB3                          3  0 o12-36i56-71o83-104i
Q9KMB4                          0  Y n7-16c21/22o
Q9KMB5                          0  0 o
Q9KMB6                          0  0 i
Q9KMB7                          0  0 i
Q9KMB8                          0  0 o
Q9KMB9                          0  0 o
Q9KMC0                          0  0 o
Q9KMC2                          0  0 o
Q9KMC3                          0  0 o
Q9KMC4                          2  0 o32-61i123-142o
Q9KMC5                          0  0 o
Q9KMC6                          0  0 o
Q9KMC7                          1  0 o6-24i
Q9KMC8                          0  0 i
Q9KMC9                          1  0 o65-83i
Q9KMD0                          0  0 o
Q9KMD1                          0  0 o
Q9KMD2                          0  0 o
Q9KMD3                          0  0 i
Q9KMD4                          0  0 o
Q9KMD5                          0  0 o
Q9KMD6                          0  Y n14-25c31/32o
Q9KMD7                          0  Y n3-11c19/20o
Q9KMD8                          0  Y n3-11c16/17o
Q9KMD9                          0  0 o
Q9KME0                          0  Y n4-15c23/24o
Q9KME1                          0  0 o
Q9KME2                          1  0 i27-45o
Q9KME3                          1  0 o12-29i
Q9KME4                          0  0 o
Q9KME5                          0  0 o
Q9KME6                          0  Y n14-25c31/32o
Q9KME7                          4  0 i34-53o59-85i135-158o170-190i
Q9KME8                          1  0 o6-24i
Q9KME9                          0  0 o
Q9KMF0                          0  0 o
Q9KMF1                          0  0 o
Q9KMF2                          3  0 o12-36i56-71o83-104i
Q9KMF3                          1  0 o12-29i
Q9KMF5                          1  Y n3-11c16/17o26-48i
Q9KMF6                          0  0 i
Q9KMF7                          1  Y n10-21c26/27o42-75i
Q9KMF8                          0  0 o
Q9KMF9                          0  0 o
Q9KMG0                          0  0 i
Q9KMG1                          2  0 i47-66o72-94i
Q9KMG2                          0  0 o
Q9KMG3                          0  0 o
Q9KMG6                          0  Y n2-9c14/15o
Q9KMG7                          0  0 o
Q9KMG8                          1  0 o31-52i
Q9KMH0                          0  Y n2-13c21/22o
Q9KMH1                          0  0 i
Q9KMH2                          0  0 o
Q9KMH3                          0  0 o
Q9KMH4                          0  0 o
Q9KMH5                          2  0 i60-80o86-107i
Q9KMH6                          0  0 i
Q9KMH7                          2  0 i60-80o86-107i
Q9KMH8                          0  0 o
Q9KMH9                          0  0 o
Q9KMI0                          0  0 i
Q9KMI1                          0  0 o
Q9KMI2                          4  0 i28-47o67-86i112-134o154-175i
Q9KMI3                          0  0 o
Q9KMI4                          2  0 i12-33o143-167i
Q9KMI5                          3  0 o12-28i40-57o77-98i
Q9KMI6                          4  0 i37-58o64-84i156-173o179-197i
Q9KMI7                          1  0 o12-36i
Q9KMI8                          0  0 o
Q9KMJ0                          0  0 o
Q9KMJ1                          0  0 o
Q9KMJ2                          0  0 o
Q9KMJ3                          6  0 o6-28i48-68o74-92i113-139o151-176i188-205o
Q9KMJ4                          0  Y n4-15c23/24o
Q9KMJ5                          2  0 i72-90o96-115i
Q9KMJ7                          2  0 i112-129o135-156i
Q9KMJ8                          0  0 o
Q9KMJ9                          1  0 o65-94i
Q9KMK0                          0  0 o
Q9KMK1                          0  0 o
Q9KMK2                          0  0 o
Q9KMK3                          0  0 o
Q9KMK5                          2  0 i26-48o60-84i
Q9KMK6                          0  0 o
Q9KMK7                          0  0 o
Q9KMK8                          1  0 o19-36i
Q9KMK9                          1  0 o68-86i
Q9KML0                          0  0 o
Q9KML1                          0  Y n4-9c14/15o
Q9KML2                          0  0 o
Q9KML3                          0  0 i
Q9KML4                          0  0 i
Q9KML5                          0  0 o
Q9KML6                          0  0 o
Q9KML8                          0  0 o
Q9KML9                          0  0 o
Q9KMM0                          0  0 o
Q9KMM1                          2  0 i12-31o46-63i
Q9KMM2                          0  0 i
Q9KMM3                          0  0 o
Q9KMM4                          0  0 o
Q9KMM5                          0  0 o
Q9KMM6                          0  0 i
Q9KMM7                          1  0 o12-29i
Q9KMM8                          2  0 i63-82o88-111i
Q9KMM9                          0  0 o
Q9KMN2                          0  0 o
Q9KMN3                          0  Y n3-13c18/19o
Q9KMN4                          0  0 o
Q9KMN5                          3  0 o12-28i40-57o77-98i
Q9KMN8                          1  0 i7-27o
Q9KMN9                          0  0 o
Q9KMP0                          0  0 o
Q9KMP1                          0  0 o
Q9KMP2                          0  0 o
Q9KMP3                          0  0 o
Q9KMP7                          0  0 i
Q9KMP8                          0  0 o
Q9KMP9                          0  0 o
Q9KMQ1                          0  0 o
Q9KMQ2                          2  0 o16-37i287-310o
Q9KMQ3                         11  Y n6-14c22/23o46-64i71-89o95-118i130-154o160-178i205-225o240-258i270-288o294-314i326-346o352-370i
Q9KMQ4                          0  0 o
Q9KMQ5                          0  0 o
Q9KMQ6                          0  0 o
Q9KMQ7                          0  0 o
Q9KMQ8                          0  Y n8-19c27/28o
Q9KMR1                          0  0 o
Q9KMR2                          0  0 o
Q9KMR4                          0  0 o
Q9KMR5                          0  Y n13-21c26/27o
Q9KMR6                          0  Y n3-14c20/21o
Q9KMR7                          0  0 i
Q9KMR8                          0  Y n2-12c17/18o
Q9KMR9                          0  Y n4-12c21/22o
Q9KMS1                          4  0 i12-32o44-65i85-109o142-163i
Q9KMS2                          0  0 o
Q9KMS3                          0  0 o
Q9KMS5                          0  0 o
Q9KMS7                          0  0 o
Q9KMS8                          0  0 o
Q9KMS9                          0  0 o
Q9KMT0                          0  Y n6-17c22/23o
Q9KMT1                          0  0 o
Q9KMT3                          0  Y n8-19c25/26o
Q9KMT4                          0  0 o
Q9KMT6                          0  0 o
Q9KMT7                          0  0 o
Q9KMT8                          0  0 o
Q9KMT9                          0  0 o
Q9KMU0                          8  Y n7-22c27/28o43-63i75-98o104-123i130-154o174-194i224-248o260-280i287-311o
Q9KMU1                          9  Y n4-19c31/32o47-64i76-95o101-119i126-150o176-196i208-226o232-251i263-281o287-305i
Q9KMU2                          0  Y n35-46c50/51o
Q9KMU3                          0  0 i
Q9KMU4                          0  0 o
Q9KMU5                          1  0 o6-29i
Q9KMV0                          0  Y n5-15c19/20o
Q9KMV2                          2  Y n2-10c15/16o25-53i65-85o
Q9KMV3                          0  0 o
Q9KMV4                         12  0 i12-33o53-77i89-106o112-130i150-169o181-205i226-249o255-277i289-311o317-342i354-374o380-397i
Q9KMV5                         11  0 o12-29i36-60o80-106i159-189o209-226i272-296o316-336i348-370o390-413i475-492o498-517i
Q9KMV6                          0  Y n29-37c42/43o
Q9KMV9                          0  Y n3-13c21/22o
Q9KMW2                          0  0 o
Q9KMW5                          0  0 o
Q9KMW6                          0  0 o
Q9KMW7                          0  0 o
Q9KMX0                          0  0 o
Q9KMX1                          0  Y n4-16c20/21o
Q9KMX3                         10  0 i12-36o42-62i83-100o112-134i141-158o164-183i204-222o242-267i391-414o420-439i
Q9KMX4                          0  0 o
Q9KMX6                          0  0 o
Q9KMX7                          0  0 o
Q9KMX8                          2  0 o12-34i67-89o
Q9KMX9                          0  0 i
Q9KMY0                          3  Y n3-13c18/19o28-44i51-75o81-102i
Q9KMY1                          0  0 o
Q9KMY2                          0  0 o
Q9KMY4                          0  0 o
Q9KMY5                          3  0 o12-34i55-72o78-100i
Q9KMY8                          0  0 o
Q9KMY9                          0  0 o
Q9KMZ0                          1  Y n19-30c38/39o293-316i
Q9KMZ1                          0  0 o
Q9KMZ2                          0  0 o
Q9KMZ3                          1  0 o27-47i
Q9KMZ4                          3  0 o6-29i50-72o298-316i
Q9KMZ5                          3  0 o6-24i53-73o302-329i
Q9KMZ6                          0  Y n11-24c28/29o
Q9KMZ7                          0  0 o
Q9KMZ8                          1  0 o48-71i
Q9KMZ9                          1  0 o32-51i
Q9KN03                          0  0 i
Q9KN04                          0  0 o
Q9KN07                          0  Y n7-14c20/21o
Q9KN08                          0  0 o
Q9KN09                         24  0 i20-38o63-84i96-112o118-136i148-172o192-217i229-250o256-277i284-303o309-330i351-370o390-413i438-460o491-515i555-573o585-605i610-630o636-654i675-694o731-750i762-784o790-810i822-845o865-884i
Q9KN10                          3  0 o6-21i28-46o75-96i
Q9KN11                         14  0 o6-24i31-53o65-98i110-127o133-152i164-188o208-229i241-264o270-290i302-321o327-347i368-384o404-427i448-469o
Q9KN12                          2  0 o20-37i58-76o
Q9KN13                          3  0 o20-40i47-65o77-97i
Q9KN14                          2  Y n4-15c19/20o35-55i64-83o
Q9KN15                          5  Y n14-25c29/30o45-66i87-105o150-167i179-198o204-227i
Q9KN17                          0  Y n10-21c29/30o
Q9KN18                          0  0 o
Q9KN19                          0  0 o
Q9KN20                         18  0 i30-49o55-76i88-108o120-139i146-171o191-213i278-303o315-336i356-376o382-398i419-437o457-484i558-577o583-600i612-630o636-657i664-679o685-702i
Q9KN21                          0  0 o
Q9KN22                          0  Y n25-36c41/42o
Q9KN23                          0  0 o
Q9KN26                          0  Y n22-33c38/39o
Q9KN27                          0  Y n4-14c19/20o
Q9KN28                          0  0 o
Q9KN31                          0  0 o
Q9KN32                          0  0 o
Q9KN33                          0  0 o
Q9KN36                         10  0 i35-55o61-80i87-105o111-131i138-157o177-202i233-251o263-280i287-304o310-328i
Q9KN39                          1  0 o43-66i
Q9KN40                          0  Y n4-14c18/19o
Q9KN43                          0  0 o
Q9KN44                          1  0 i203-224o
Q9KN45                          3  0 i12-38o53-74i453-472o
Q9KN46                          0  0 o
Q9KN47                          0  Y n12-23c31/32o
Q9KN49                          0  0 o
Q9KN50                          1  0 i219-241o
Q9KN51                          0  0 o
Q9KN52                          0  Y n4-14c19/20o
Q9KN53                          0  Y n4-12c16/17o
Q9KN54                          0  0 o
Q9KN55                          0  0 o
Q9KN56                          0  0 o
Q9KN57                          0  0 o
Q9KN58                          0  0 o
Q9KN59                          1  0 o23-40i
Q9KN60                          0  0 o
Q9KN62                         11  0 i31-48o54-72i79-100o106-127i139-160o180-202i214-239o259-278i332-349o355-374i386-419o
Q9KN63                          0  0 o
Q9KN64                          1  Y n15-30c39/40o236-258i
Q9KN65                          0  Y n13-23c28/29o
Q9KN66                          0  0 o
Q9KN68                          0  0 o
Q9KN69                          0  Y n4-15c21/22o
Q9KN70                          0  Y n10-25c30/31o
Q9KN71                          0  0 o
Q9KN72                          0  0 o
Q9KN73                          0  0 o
Q9KN74                          0  0 i
Q9KN75                         10  0 i7-27o33-54i66-87o93-114i121-141o147-164i176-197o209-227i234-256o262-285i
Q9KN76                          1  0 i20-39o
Q9KN77                         10  0 i12-35o55-74i95-114o157-174i195-223o229-247i267-285o305-326i338-355o361-383i
Q9KN78                          0  0 o
Q9KN79                          0  0 o
Q9KN80                         12  0 i12-35o41-62i74-96o102-123i143-160o166-186i217-242o254-275i282-299o305-323i344-363o369-387i
Q9KN82                         12  0 i12-32o47-67i79-98o110-126i138-162o168-188i225-242o254-271i283-300o306-331i338-360o372-389i
Q9KN83                          0  0 o
Q9KN84                          0  0 o
Q9KN85                          0  0 o
Q9KN87                          0  0 o
Q9KN88                          9  0 o22-42i54-86o92-111i123-141o161-186i248-269o289-307i328-358o378-409i
Q9KN89                         10  0 i19-37o57-80i101-123o143-167i218-239o245-264i329-354o374-396i403-424o436-457i
Q9KN90                          0  Y n3-13c18/19o
Q9KN96                          1  0 o12-31i
Q9KN97                          2  0 o12-31i200-221o
Q9KN98                          0  Y n4-15c19/20o
Q9KN99                          0  Y n6-14c19/20o
Q9KNA0                          1  Y n4-14c19/20o738-756i
Q9KNA1                          0  Y n6-16c21/22o
Q9KNA2                          0  Y n6-16c20/21o
Q9KNA3                          0  0 o
Q9KNA4                          0  0 o
Q9KNA5                          0  0 o
Q9KNA9                          0  0 o
Q9KNB0                          0  0 o
Q9KNB1                          0  0 o
Q9KNB3                          0  0 o
Q9KNB4                          0  0 o
Q9KNB5                          0  0 i
Q9KNB7                          2  0 o6-25i46-66o
Q9KNB8                          1  Y n3-13c17/18o27-46i
Q9KNB9                          0  0 o
Q9KNC0                          0  0 o
Q9KNC1                          0  Y n6-17c25/26o
Q9KNC2                          0  0 o
Q9KNC6                          0  Y n8-19c27/28o
Q9KNC7                          0  Y n6-17c21/22o
Q9KNC8                          0  Y n6-14c19/20o
Q9KND1                          0  0 o
Q9KND2                          0  Y n24-39c47/48o
Q9KND3                          0  Y n5-13c17/18o
Q9KND5                          0  0 i
Q9KND6                          0  0 o
Q9KND7                          0  0 o
Q9KND9                          0  Y n7-17c21/22o
Q9KNE1                         10  0 o20-41i53-72o84-101i113-134o140-165i186-206o212-232i244-267o273-292i301-324o
Q9KNE2                         10  0 i20-40o46-69i89-106o139-158i165-187o193-212i224-242o254-271i283-306o318-336i
Q9KNE3                          4  0 o6-22i50-66o72-89i101-122o
Q9KNF2                          0  0 o
Q9KNF4                          0  0 o
Q9KNF5                          0  Y n3-13c20/21o
Q9KNF7                          0  0 o
Q9KNF8                          0  0 o
Q9KNF9                          1  0 o12-34i
Q9KNG0                          0  0 o
Q9KNG1                          0  0 o
Q9KNG2                          0  0 o
Q9KNG3                          0  0 o
Q9KNG6                          0  0 o
Q9KNH9                          0  0 o
Q9KNI2                          0  0 o
Q9KNI5                          0  0 o
Q9KNI6                          0  0 o
Q9KNI8                          1  Y n18-31c35/36o350-368i
Q9KNJ1                          0  Y n6-16c21/22o
Q9KNJ3                          0  0 o
Q9KNJ5                          0  0 i
Q9KNJ6                          6  0 i35-63o100-119i140-164o184-201i213-235o241-267i
Q9KNJ8                          1  0 o204-224i
Q9KNJ9                          0  Y n4-17c21/22o
Q9KNK1                          1  0 o21-41i
Q9KNL1                          0  0 o
Q9KNL3                          0  0 o
Q9KNL5                          0  0 o
Q9KNM0                         12  0 i44-66o72-92i104-123o129-147i159-182o194-213i220-240o260-283i350-372o378-396i408-424o439-458i
Q9KNM5                          1  0 i12-29o
Q9KNM7                         11  0 o12-34i55-73o85-106i118-139o186-208i220-241o316-344i364-382o388-413i420-441o461-480i
Q9KNM8                          2  0 i21-42o54-74i
Q9KNN0                          0  0 o
Q9KNN5                          2  Y n4-15c20/21o30-47i76-101o
Q9KNP0                          0  Y n8-19c27/28o
Q9KNP4                          0  0 o
Q9KNP8                          0  0 o
Q9KNQ1                          1  0 o20-40i
Q9KNQ5                          1  0 i28-48o
Q9KNR0                         11  Y n2-13c21/22o31-56i109-127o147-168i180-199o205-230i270-289o295-313i325-347o367-393i405-423o429-447i
Q9KNR2                          0  0 o
Q9KNR3                          4  0 i20-41o47-64i76-96o108-127i
Q9KNR4                          0  0 o
Q9KNR5                          0  0 o
Q9KNR8                          0  0 o
Q9KNR9                          0  Y n10-21c26/27o
Q9KNS7                          1  0 i12-30o
Q9KNS9                          0  Y n3-13c17/18o
Q9KNT1                          0  0 o
Q9KNT3                          0  0 o
Q9KNU0                          2  0 i24-41o53-72i
Q9KNU1                          0  0 o
Q9KNU2                          0  0 o
Q9KNU3                          0  0 o
Q9KNU4                          0  0 o
Q9KNU6                          0  0 o
Q9KNU7                          0  Y n24-35c43/44o
Q9KNU8                          1  0 o20-42i
Q9KNU9                          0  Y n6-17c21/22o
Q9KNV0                          0  Y n19-30c37/38o
Q9KNV3                          1  0 i229-254o
Q9KNV8                          0  Y n8-16c21/22o
Q9KNV9                          1  Y n12-23c28/29o846-865i
Q9KNW1                          0  0 o
Q9KNW3                          0  0 o
Q9KNW5                          0  0 o
Q9KNW6                          0  0 o
Q9KNW8                          0  0 o
Q9KNW9                          0  0 o
Q9KNX0                          0  0 o
Q9KNX1                          0  0 o
Q9KNX5                          0  0 i
Q9KNX9                          0  Y n6-14c23/24o
Q9KNY0                          5  0 i21-44o64-85i92-115o135-159i171-192o
Q9KP10                          0  Y n7-17c22/23o
Q9KP11                          0  0 o
Q9KP12                          1  0 i49-66o
Q9KP13                          8  Y n4-14c19/20o35-53i73-91o97-114i121-138o144-163i175-196o202-223i230-249o
Q9KP14                          0  0 o
Q9KP15                          0  0 o
Q9KP16                          0  0 o
Q9KP22                          0  0 o
Q9KP23                          0  0 o
Q9KP24                          0  Y n6-17c22/23o
Q9KP25                          3  Y n21-36c40/41o291-315i336-367o387-409i
Q9KP26                          0  0 o
Q9KP27                          0  Y n7-15c21/22o
Q9KP28                          1  0 o16-35i
Q9KP29                          0  Y n5-13c20/21o
Q9KP31                          0  Y n16-27c32/33o
Q9KP32                          0  Y n16-27c32/33o
Q9KP36                          0  0 o
Q9KP39                          0  0 o
Q9KP44                          0  0 o
Q9KP55                          0  0 o
Q9KP58                          1  0 i7-30o
Q9KP59                          0  Y n6-14c21/22o
Q9KP60                          0  0 o
Q9KP61                          0  0 o
Q9KP64                          0  0 o
Q9KP67                          0  0 i
Q9KP69                          0  0 o
Q9KP72                          0  0 o
Q9KP74                          0  0 o
Q9KP77                          2  0 i21-49o69-90i
Q9KP79                          0  Y n3-13c18/19o
Q9KP84                          0  0 o
Q9KP86                          0  0 o
Q9KP87                          0  0 i
Q9KP88                          0  0 o
Q9KP89                          0  0 o
Q9KP96                          0  0 i
Q9KP97                          0  0 o
Q9KP98                          1  0 o12-33i
Q9KPA0                          0  0 i
Q9KPA3                          1  Y n4-11c16/17o26-59i
Q9KPA5                          0  0 o
Q9KPA6                          0  0 o
Q9KPA8                          0  Y n4-14c21/22o
Q9KPA9                          2  0 i83-100o106-130i
Q9KPB7                          0  Y n28-37c45/46o
Q9KPB8                          0  Y n4-15c19/20o
Q9KPB9                          2  0 o14-34i150-172o
Q9KPC3                          0  0 o
Q9KPC7                          1  0 o285-305i
Q9KPC8                          1  0 o39-58i
Q9KPD0                         12  0 o20-41i62-81o101-120i132-150o162-185i197-218o230-249i261-283o315-334i355-375o381-402i409-431o
Q9KPD1                          0  0 o
Q9KPD2                          0  0 o
Q9KPD6                          0  0 o
Q9KPD8                          0  Y n6-14c22/23o
Q9KPE4                          0  0 o
Q9KPF3                          0  0 o
Q9KPF7                          0  0 i
Q9KPF8                          0  0 i
Q9KPH3                          0  0 o
Q9KPH5                          0  0 o
Q9KPI0                          1  0 o6-24i
Q9KPI1                          0  0 o
Q9KPI2                          0  0 o
Q9KPI3                          0  0 o
Q9KPI7                          4  Y n12-27c35/36o59-81i160-181o201-223i295-314o
Q9KPI9                          0  Y n7-18c23/24o
Q9KPJ2                          1  0 o6-27i
Q9KPJ3                          0  0 o
Q9KPJ5                          0  Y n3-11c16/17o
Q9KPJ6                          0  0 o
Q9KPK0                          0  0 o
Q9KPK2                          0  Y n11-21c26/27o
Q9KPK9                          0  0 o
Q9KPL0                          0  0 o
Q9KPL1                         11  0 o12-34i55-73o93-116i137-161o173-194i206-227o233-257i301-320o347-366i387-409o415-435i
Q9KPL2                          0  0 o
Q9KPL3                          0  0 i
Q9KPL4                          0  0 o
Q9KPL6                          0  0 i
Q9KPM1                          2  0 i31-49o187-205i
Q9KPM3                          0  0 o
Q9KPM6                          0  0 o
Q9KPM7                          0  0 o
