# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q9KPT3	OTHER	0.002143	0.997857	
Q9KPT6	OTHER	0.000127	0.999873	
Q9KPT7	OTHER	0.000778	0.999222	
Q9KPU0	OTHER	0.001769	0.998231	
Q9KPU2	OTHER	0.003584	0.996416	
Q9KPU5	OTHER	0.003047	0.996953	
Q9KPU7	OTHER	0.001769	0.998231	
Q9KPV2	OTHER	0.000797	0.999203	
Q9KPV3	OTHER	0.000929	0.999071	
Q9KPV5	OTHER	0.001335	0.998665	
Q9KPV7	OTHER	0.001344	0.998656	
Q9KPV9	OTHER	0.170601	0.829399	
Q9KPW0	SP(Sec/SPI)	0.986194	0.013806	CS pos: 20-21. ANG-AE. Pr: 0.4771
Q9KPW1	SP(Sec/SPI)	0.970493	0.029507	CS pos: 23-24. ANA-AE. Pr: 0.7134
Q9KPW2	OTHER	0.010854	0.989146	
Q9KPW3	OTHER	0.001234	0.998766	
Q9KPW4	OTHER	0.001590	0.998410	
Q9KPW5	OTHER	0.002583	0.997417	
Q9KPX0	OTHER	0.013212	0.986788	
Q9KPX2	OTHER	0.002495	0.997505	
Q9KPX5	SP(Sec/SPI)	0.991605	0.008395	CS pos: 16-17. VGC-QS. Pr: 0.3140
Q9KPX6	OTHER	0.000809	0.999191	
Q9KPY9	OTHER	0.000793	0.999207	
Q9KPZ5	SP(Sec/SPI)	0.984330	0.015670	CS pos: 19-20. GCA-LN. Pr: 0.3780
Q9KQ03	OTHER	0.000213	0.999787	
Q9KQ04	OTHER	0.207036	0.792964	
Q9KQ06	OTHER	0.000651	0.999349	
Q9KQ07	OTHER	0.000916	0.999084	
Q9KQ10	OTHER	0.004296	0.995704	
Q9KQ12	OTHER	0.005303	0.994697	
Q9KQ14	SP(Sec/SPI)	0.999267	0.000733	CS pos: 18-19. AQA-AR. Pr: 0.9656
Q9KQ20	OTHER	0.001023	0.998977	
Q9KQ25	OTHER	0.000810	0.999190	
Q9KQ38	OTHER	0.007236	0.992764	
Q9KQ43	SP(Sec/SPI)	0.548042	0.451958	CS pos: 29-30. LST-VR. Pr: 0.1369
Q9KQ44	OTHER	0.007665	0.992335	
Q9KQ48	SP(Sec/SPI)	0.986114	0.013886	CS pos: 22-23. CSS-SP. Pr: 0.5339
Q9KQ65	OTHER	0.003887	0.996113	
Q9KQ67	OTHER	0.001330	0.998670	
Q9KQ68	OTHER	0.000235	0.999765	
Q9KQ69	OTHER	0.000655	0.999345	
Q9KQ70	OTHER	0.002276	0.997724	
Q9KQ74	OTHER	0.044968	0.955032	
Q9KQ75	OTHER	0.000456	0.999544	
Q9KQ76	OTHER	0.001023	0.998977	
Q9KQ77	OTHER	0.111855	0.888145	
Q9KQ78	SP(Sec/SPI)	0.555694	0.444306	CS pos: 34-35. AFA-EE. Pr: 0.3470
Q9KQ79	OTHER	0.000740	0.999260	
Q9KQ80	OTHER	0.008101	0.991899	
Q9KQ81	OTHER	0.000383	0.999617	
Q9KQ82	OTHER	0.000159	0.999841	
Q9KQ83	OTHER	0.000834	0.999166	
Q9KQA1	OTHER	0.000774	0.999226	
Q9KQA4	OTHER	0.000436	0.999564	
Q9KQA5	OTHER	0.001432	0.998568	
Q9KQA7	OTHER	0.000999	0.999001	
Q9KQA8	OTHER	0.002559	0.997441	
Q9KQA9	OTHER	0.003120	0.996880	
Q9KQB0	OTHER	0.000579	0.999421	
Q9KQB2	OTHER	0.000537	0.999463	
Q9KQB3	OTHER	0.006749	0.993251	
Q9KQB4	OTHER	0.001106	0.998894	
Q9KQB7	OTHER	0.005839	0.994161	
Q9KQB9	SP(Sec/SPI)	0.986697	0.013303	CS pos: 23-24. ASA-IE. Pr: 0.9209
Q9KQC3	OTHER	0.001714	0.998286	
Q9KQC6	OTHER	0.001069	0.998931	
Q9KQC8	OTHER	0.002380	0.997620	
Q9KQD1	OTHER	0.003123	0.996877	
Q9KQD2	OTHER	0.001530	0.998470	
Q9KQD6	OTHER	0.000570	0.999430	
Q9KQD7	OTHER	0.000490	0.999510	
Q9KQE4	OTHER	0.002903	0.997097	
Q9KQE5	OTHER	0.101049	0.898951	
Q9KQE6	OTHER	0.001190	0.998810	
Q9KQE8	OTHER	0.009582	0.990418	
Q9KQF3	OTHER	0.001833	0.998167	
Q9KQF4	OTHER	0.000668	0.999332	
Q9KQG5	OTHER	0.001060	0.998940	
Q9KQH1	OTHER	0.002954	0.997046	
Q9KQH3	OTHER	0.004037	0.995963	
Q9KQH6	OTHER	0.014352	0.985648	
Q9KQI1	OTHER	0.310012	0.689988	
Q9KQI3	OTHER	0.223622	0.776378	
Q9KQI5	OTHER	0.001863	0.998137	
Q9KQJ0	OTHER	0.001068	0.998932	
Q9KQJ7	OTHER	0.006570	0.993430	
Q9KQJ8	OTHER	0.001099	0.998901	
Q9KQK0	OTHER	0.002329	0.997671	
Q9KQK3	OTHER	0.001778	0.998222	
Q9KQK6	OTHER	0.000626	0.999374	
Q9KQK8	OTHER	0.004472	0.995528	
Q9KQL3	OTHER	0.000176	0.999824	
Q9KQL4	OTHER	0.000362	0.999638	
Q9KQM1	OTHER	0.001004	0.998996	
Q9KQM4	OTHER	0.163038	0.836962	
Q9KQN7	OTHER	0.000433	0.999567	
Q9KQN8	OTHER	0.000483	0.999517	
Q9KQN9	OTHER	0.003790	0.996210	
Q9KQP5	OTHER	0.013387	0.986613	
Q9KQP6	SP(Sec/SPI)	0.998568	0.001432	CS pos: 22-23. AQA-YN. Pr: 0.8384
Q9KQP7	OTHER	0.466255	0.533745	
Q9KQP8	OTHER	0.141435	0.858565	
Q9KQQ8	OTHER	0.000499	0.999501	
Q9KQR2	OTHER	0.002410	0.997590	
Q9KQS0	OTHER	0.000457	0.999543	
Q9KQS1	OTHER	0.028140	0.971860	
Q9KQS2	OTHER	0.000550	0.999450	
Q9KQS3	OTHER	0.099458	0.900542	
Q9KQS7	OTHER	0.001495	0.998505	
Q9KQS9	OTHER	0.000653	0.999347	
Q9KQT0	OTHER	0.011445	0.988555	
Q9KQT3	OTHER	0.000365	0.999635	
Q9KQT4	OTHER	0.000569	0.999431	
Q9KQT5	SP(Sec/SPI)	0.604992	0.395008	CS pos: 20-21. ALG-SQ. Pr: 0.3614
Q9KQT6	SP(Sec/SPI)	0.679581	0.320419	CS pos: 16-17. AYG-WY. Pr: 0.4230
Q9KQU3	OTHER	0.001327	0.998673	
Q9KQU6	OTHER	0.006345	0.993655	
Q9KQU7	OTHER	0.000548	0.999452	
Q9KQX5	OTHER	0.000736	0.999264	
Q9KQX8	OTHER	0.003429	0.996571	
Q9KQX9	OTHER	0.153269	0.846731	
Q9KQY6	OTHER	0.002055	0.997945	
Q9KQZ8	OTHER	0.001569	0.998431	
Q9KR03	OTHER	0.001113	0.998887	
Q9KR08	OTHER	0.061274	0.938726	
Q9KR09	OTHER	0.100751	0.899249	
Q9KR11	SP(Sec/SPI)	0.984783	0.015217	CS pos: 22-23. ANA-AL. Pr: 0.8467
Q9KR12	SP(Sec/SPI)	0.921451	0.078549	CS pos: 24-25. CSS-SD. Pr: 0.2233
Q9KR13	SP(Sec/SPI)	0.976227	0.023773	CS pos: 23-24. ALA-AP. Pr: 0.7515
Q9KR14	OTHER	0.000423	0.999577	
Q9KR16	OTHER	0.016179	0.983821	
Q9KR19	OTHER	0.025901	0.974099	
Q9KR21	OTHER	0.000941	0.999059	
Q9KR24	OTHER	0.078905	0.921095	
Q9KR25	OTHER	0.000288	0.999712	
Q9KR26	OTHER	0.009269	0.990731	
Q9KR33	OTHER	0.000742	0.999258	
Q9KR74	OTHER	0.001557	0.998443	
Q9KR86	SP(Sec/SPI)	0.889801	0.110199	CS pos: 32-33. GEA-PQ. Pr: 0.1809
Q9KR91	OTHER	0.207364	0.792636	
Q9KR96	OTHER	0.001001	0.998999	
Q9KRA2	OTHER	0.000595	0.999405	
Q9KRA6	OTHER	0.001050	0.998950	
Q9KRB5	OTHER	0.006607	0.993393	
Q9KRB6	OTHER	0.003123	0.996877	
Q9KRC2	OTHER	0.001076	0.998924	
Q9KRC3	OTHER	0.000347	0.999653	
Q9KRC5	OTHER	0.000387	0.999613	
Q9KRC6	OTHER	0.000601	0.999399	
Q9KRC7	OTHER	0.001764	0.998236	
Q9KRD1	OTHER	0.001954	0.998046	
Q9KRD3	SP(Sec/SPI)	0.993122	0.006878	CS pos: 20-21. ALQ-QT. Pr: 0.2361
Q9KRD6	OTHER	0.000794	0.999206	
Q9KRE1	OTHER	0.002993	0.997007	
Q9KRE2	OTHER	0.022795	0.977205	
Q9KRE7	OTHER	0.000582	0.999418	
Q9KRE9	OTHER	0.039914	0.960086	
Q9KRF5	OTHER	0.001948	0.998052	
Q9KRG2	SP(Sec/SPI)	0.968701	0.031299	CS pos: 20-21. AGC-GE. Pr: 0.4419
Q9KRH0	OTHER	0.000875	0.999125	
Q9KRH1	OTHER	0.000535	0.999465	
Q9KRH2	OTHER	0.000840	0.999160	
Q9KRI6	OTHER	0.000597	0.999403	
Q9KRI8	OTHER	0.001088	0.998912	
Q9KRJ1	SP(Sec/SPI)	0.932984	0.067016	CS pos: 24-25. ASG-TE. Pr: 0.5920
Q9KRK0	OTHER	0.001580	0.998420	
Q9KRK1	OTHER	0.048341	0.951659	
Q9KRK6	OTHER	0.333795	0.666205	
Q9KRM2	OTHER	0.000914	0.999086	
Q9KRN0	SP(Sec/SPI)	0.998226	0.001774	CS pos: 21-22. AHA-AP. Pr: 0.9886
Q9KRN1	OTHER	0.016545	0.983455	
Q9KRN7	OTHER	0.000684	0.999316	
Q9KRP0	OTHER	0.001378	0.998622	
Q9KRP2	OTHER	0.005108	0.994892	
Q9KRP7	OTHER	0.004946	0.995054	
Q9KRQ3	SP(Sec/SPI)	0.998557	0.001443	CS pos: 19-20. VLA-QE. Pr: 0.9836
Q9KRQ4	OTHER	0.001293	0.998707	
Q9KRQ5	OTHER	0.026059	0.973941	
Q9KRR0	OTHER	0.035085	0.964915	
Q9KRR5	OTHER	0.000422	0.999578	
Q9KRR8	OTHER	0.002780	0.997220	
Q9KRT5	OTHER	0.330165	0.669835	
Q9KRT6	OTHER	0.073971	0.926029	
Q9KRT7	SP(Sec/SPI)	0.941253	0.058747	CS pos: 19-20. VFS-AS. Pr: 0.4544
Q9KRT8	SP(Sec/SPI)	0.925693	0.074307	CS pos: 24-25. ANA-SN. Pr: 0.6232
Q9KRU0	OTHER	0.395431	0.604569	
Q9KRU2	SP(Sec/SPI)	0.994661	0.005339	CS pos: 20-21. TLA-ND. Pr: 0.9536
Q9KRU5	OTHER	0.001797	0.998203	
Q9KRU7	SP(Sec/SPI)	0.994561	0.005439	CS pos: 21-22. CTA-TP. Pr: 0.8946
Q9KRV7	OTHER	0.002669	0.997331	
Q9KRW2	OTHER	0.000980	0.999020	
Q9KRW3	OTHER	0.000580	0.999420	
Q9KRW5	OTHER	0.148387	0.851613	
Q9KRX2	SP(Sec/SPI)	0.997299	0.002701	CS pos: 31-32. VMA-EE. Pr: 0.9719
Q9KRX6	OTHER	0.000558	0.999442	
Q9KRY6	OTHER	0.000931	0.999069	
Q9KRY7	SP(Sec/SPI)	0.983987	0.016013	CS pos: 23-24. AQA-LE. Pr: 0.8177
Q9KRY9	OTHER	0.000422	0.999578	
Q9KRZ3	OTHER	0.000610	0.999390	
Q9KRZ9	OTHER	0.003986	0.996014	
Q9KS02	OTHER	0.000553	0.999447	
Q9KS14	OTHER	0.001332	0.998668	
Q9KS15	OTHER	0.001317	0.998683	
Q9KS16	OTHER	0.000706	0.999294	
Q9KS22	OTHER	0.025368	0.974632	
Q9KS24	OTHER	0.001201	0.998799	
Q9KS34	OTHER	0.006452	0.993548	
Q9KS35	SP(Sec/SPI)	0.576361	0.423639	CS pos: 28-29. ANS-FN. Pr: 0.2895
Q9KS36	OTHER	0.117338	0.882662	
Q9KS37	SP(Sec/SPI)	0.997494	0.002506	CS pos: 22-23. AMA-KD. Pr: 0.8429
Q9KS42	OTHER	0.065103	0.934897	
Q9KS46	OTHER	0.007248	0.992752	
Q9KS50	OTHER	0.000748	0.999252	
Q9KS51	SP(Sec/SPI)	0.583310	0.416690	CS pos: 31-32. TGC-SV. Pr: 0.2545
Q9KS55	OTHER	0.001141	0.998859	
Q9KS61	OTHER	0.000254	0.999746	
Q9KS63	OTHER	0.000632	0.999368	
Q9KS66	OTHER	0.351151	0.648849	
Q9KS77	OTHER	0.000766	0.999234	
Q9KS83	OTHER	0.000839	0.999161	
Q9KS87	OTHER	0.001155	0.998845	
Q9KS92	OTHER	0.059580	0.940420	
Q9KS96	OTHER	0.035614	0.964386	
Q9KS98	OTHER	0.000992	0.999008	
Q9KSA1	OTHER	0.001901	0.998099	
Q9KSA3	OTHER	0.000528	0.999472	
Q9KSA4	OTHER	0.001678	0.998322	
Q9KSA6	SP(Sec/SPI)	0.857171	0.142829	CS pos: 28-29. AYA-VV. Pr: 0.6179
Q9KSA9	OTHER	0.003026	0.996974	
Q9KSB0	SP(Sec/SPI)	0.621236	0.378764	CS pos: 21-22. AVA-MF. Pr: 0.4225
Q9KSB2	OTHER	0.007917	0.992083	
Q9KSB4	OTHER	0.004246	0.995754	
Q9KSC0	OTHER	0.000611	0.999389	
Q9KSC1	OTHER	0.001249	0.998751	
Q9KSC2	OTHER	0.001303	0.998697	
Q9KSD3	SP(Sec/SPI)	0.988641	0.011359	CS pos: 22-23. ALA-DT. Pr: 0.5149
Q9KSD7	OTHER	0.170045	0.829955	
Q9KSD9	OTHER	0.338120	0.661880	
Q9KSE2	OTHER	0.001507	0.998493	
Q9KSE9	OTHER	0.000552	0.999448	
Q9KSF2	OTHER	0.001073	0.998927	
Q9KSF6	OTHER	0.002108	0.997892	
Q9KSF7	OTHER	0.001023	0.998977	
Q9KSF9	OTHER	0.001831	0.998169	
Q9KSG0	OTHER	0.020784	0.979216	
Q9KSG1	OTHER	0.003707	0.996293	
Q9KSG3	OTHER	0.293204	0.706796	
Q9KSG7	OTHER	0.055207	0.944793	
Q9KSG8	SP(Sec/SPI)	0.863013	0.136987	CS pos: 35-36. GFA-TD. Pr: 0.5250
Q9KSG9	OTHER	0.004161	0.995839	
Q9KSH1	OTHER	0.001357	0.998643	
Q9KSH2	OTHER	0.001386	0.998614	
Q9KSH3	OTHER	0.001873	0.998127	
Q9KSH4	OTHER	0.002689	0.997311	
Q9KSH5	OTHER	0.299957	0.700043	
Q9KSH6	SP(Sec/SPI)	0.975286	0.024714	CS pos: 26-27. SFA-NS. Pr: 0.7011
Q9KSI1	OTHER	0.028176	0.971824	
Q9KSI2	OTHER	0.001665	0.998335	
Q9KSI3	OTHER	0.018424	0.981576	
Q9KSI7	OTHER	0.510997	0.489003	
Q9KSI8	SP(Sec/SPI)	0.982172	0.017828	CS pos: 21-22. CSA-TQ. Pr: 0.8063
Q9KSJ7	OTHER	0.001084	0.998916	
Q9KSK0	OTHER	0.000577	0.999423	
Q9KSK1	OTHER	0.000959	0.999041	
Q9KSL2	OTHER	0.001410	0.998590	
Q9KSL9	OTHER	0.001237	0.998763	
Q9KSM0	OTHER	0.001668	0.998332	
Q9KSM2	OTHER	0.001358	0.998642	
Q9KSN0	OTHER	0.000563	0.999437	
Q9KSN4	OTHER	0.000390	0.999610	
Q9KSP0	OTHER	0.000248	0.999752	
Q9KSP1	OTHER	0.010732	0.989268	
Q9KSP2	OTHER	0.000464	0.999536	
Q9KSP4	OTHER	0.002467	0.997533	
Q9KSP5	OTHER	0.000792	0.999208	
Q9KSP7	OTHER	0.000423	0.999577	
Q9KSQ4	OTHER	0.002030	0.997970	
Q9KSQ8	OTHER	0.000958	0.999042	
Q9KSR6	OTHER	0.000729	0.999271	
Q9KSS1	OTHER	0.125166	0.874834	
Q9KSS5	OTHER	0.007321	0.992679	
Q9KSS9	OTHER	0.001861	0.998139	
Q9KST2	OTHER	0.000661	0.999339	
Q9KST6	OTHER	0.001259	0.998741	
Q9KST7	OTHER	0.006685	0.993315	
Q9KSU2	OTHER	0.002049	0.997951	
Q9KSU3	OTHER	0.002569	0.997431	
Q9KSV0	OTHER	0.001135	0.998865	
Q9KSV8	OTHER	0.000409	0.999591	
Q9KSW0	OTHER	0.003311	0.996689	
Q9KSW1	OTHER	0.008562	0.991438	
Q9KSW3	OTHER	0.000227	0.999773	
Q9KSW4	OTHER	0.005759	0.994241	
Q9KSW5	OTHER	0.001192	0.998808	
Q9KSW9	OTHER	0.002560	0.997440	
Q9KSX2	OTHER	0.002958	0.997042	
Q9KSX9	OTHER	0.071724	0.928276	
Q9KSY9	OTHER	0.020476	0.979524	
Q9KSZ2	OTHER	0.002085	0.997915	
Q9KSZ8	OTHER	0.000659	0.999341	
Q9KT01	OTHER	0.275658	0.724342	
Q9KT09	OTHER	0.000844	0.999156	
Q9KT17	OTHER	0.026059	0.973941	
Q9KT20	OTHER	0.002045	0.997955	
Q9KT21	OTHER	0.004564	0.995436	
Q9KT26	OTHER	0.001459	0.998541	
Q9KT32	SP(Sec/SPI)	0.885847	0.114153	CS pos: 35-36. VQA-AI. Pr: 0.7359
Q9KT36	OTHER	0.000745	0.999255	
Q9KT42	OTHER	0.001169	0.998831	
Q9KT49	OTHER	0.001876	0.998124	
Q9KT50	OTHER	0.000637	0.999363	
Q9KT51	OTHER	0.002022	0.997978	
Q9KT56	OTHER	0.000272	0.999728	
Q9KT57	OTHER	0.000851	0.999149	
Q9KT68	OTHER	0.031613	0.968387	
Q9KT71	OTHER	0.005611	0.994389	
Q9KT76	OTHER	0.003411	0.996589	
Q9KT80	OTHER	0.001452	0.998548	
Q9KT82	OTHER	0.008907	0.991093	
Q9KT83	OTHER	0.000537	0.999463	
Q9KT86	OTHER	0.006505	0.993495	
Q9KT89	OTHER	0.002086	0.997914	
Q9KT91	OTHER	0.016132	0.983868	
Q9KT92	OTHER	0.008693	0.991307	
Q9KTA6	OTHER	0.000664	0.999336	
Q9KTA8	OTHER	0.113378	0.886622	
Q9KTB2	OTHER	0.001486	0.998514	
Q9KTB3	OTHER	0.003282	0.996718	
Q9KTB5	OTHER	0.000692	0.999308	
Q9KTD2	OTHER	0.090469	0.909531	
Q9KTD3	OTHER	0.001331	0.998669	
Q9KTD4	OTHER	0.001005	0.998995	
Q9KTD6	OTHER	0.001819	0.998181	
Q9KTD8	OTHER	0.001208	0.998792	
Q9KTD9	OTHER	0.002206	0.997794	
Q9KTE2	OTHER	0.000873	0.999127	
Q9KTE3	OTHER	0.000338	0.999662	
Q9KTE4	OTHER	0.018795	0.981205	
Q9KTE6	OTHER	0.000601	0.999399	
Q9KTE8	OTHER	0.278161	0.721839	
Q9KTE9	OTHER	0.003121	0.996879	
Q9KTF0	OTHER	0.000697	0.999303	
Q9KTF4	SP(Sec/SPI)	0.989486	0.010514	CS pos: 17-18. AGC-SS. Pr: 0.1638
Q9KTG5	OTHER	0.000330	0.999670	
Q9KTI5	OTHER	0.006307	0.993693	
Q9KTJ1	OTHER	0.002288	0.997712	
Q9KTJ2	OTHER	0.000428	0.999572	
Q9KTJ6	OTHER	0.006257	0.993743	
Q9KTJ7	SP(Sec/SPI)	0.930867	0.069133	CS pos: 23-24. AGC-GE. Pr: 0.2951
Q9KTJ9	OTHER	0.002510	0.997490	
Q9KTK2	OTHER	0.001041	0.998959	
Q9KTL1	OTHER	0.000166	0.999834	
Q9KTM3	OTHER	0.002427	0.997573	
Q9KTM4	OTHER	0.000936	0.999064	
Q9KTM6	OTHER	0.001175	0.998825	
Q9KTM7	OTHER	0.000462	0.999538	
Q9KTN7	OTHER	0.041415	0.958585	
Q9KTP3	OTHER	0.020892	0.979108	
Q9KTQ6	SP(Sec/SPI)	0.986977	0.013023	CS pos: 24-25. VFA-DV. Pr: 0.9677
Q9KTT7	OTHER	0.003931	0.996069	
Q9KTT8	OTHER	0.000510	0.999490	
Q9KTT9	OTHER	0.000433	0.999567	
Q9KTU1	OTHER	0.001982	0.998018	
Q9KTU2	OTHER	0.001116	0.998884	
Q9KTU5	OTHER	0.000544	0.999456	
Q9KTU6	OTHER	0.033699	0.966301	
Q9KTV1	OTHER	0.193722	0.806278	
Q9KTV4	SP(Sec/SPI)	0.979941	0.020059	CS pos: 22-23. VLA-HS. Pr: 0.7443
Q9KTV8	OTHER	0.002022	0.997978	
Q9KTW0	OTHER	0.014731	0.985269	
Q9KTW1	SP(Sec/SPI)	0.924654	0.075346	CS pos: 28-29. AQA-AM. Pr: 0.8147
Q9KTW4	OTHER	0.000472	0.999528	
Q9KTW7	OTHER	0.000878	0.999122	
Q9KTW8	SP(Sec/SPI)	0.990303	0.009697	CS pos: 23-24. CAS-EE. Pr: 0.5367
Q9KTX0	OTHER	0.000677	0.999323	
Q9KTX7	OTHER	0.005484	0.994516	
Q9KTX8	OTHER	0.002259	0.997741	
Q9KTX9	OTHER	0.001727	0.998273	
Q9KTY0	OTHER	0.000764	0.999236	
Q9KTY1	OTHER	0.000926	0.999074	
Q9KTY3	OTHER	0.020115	0.979885	
Q9KTY6	OTHER	0.007397	0.992603	
Q9KTY7	SP(Sec/SPI)	0.695867	0.304133	CS pos: 24-25. LYA-LP. Pr: 0.3272
Q9KTZ1	OTHER	0.000855	0.999145	
Q9KTZ4	OTHER	0.001554	0.998446	
Q9KTZ6	OTHER	0.001343	0.998657	
Q9KTZ9	OTHER	0.001061	0.998939	
Q9KU00	OTHER	0.001547	0.998453	
Q9KU02	OTHER	0.000399	0.999601	
Q9KU03	OTHER	0.001317	0.998683	
Q9KU05	OTHER	0.005437	0.994563	
Q9KU08	OTHER	0.000683	0.999317	
Q9KU09	SP(Sec/SPI)	0.986579	0.013421	CS pos: 23-24. AWA-LD. Pr: 0.9538
Q9KU10	OTHER	0.001246	0.998754	
Q9KU11	OTHER	0.000629	0.999371	
Q9KU12	OTHER	0.000945	0.999055	
Q9KU21	SP(Sec/SPI)	0.997094	0.002906	CS pos: 20-21. CSS-SP. Pr: 0.8073
Q9KU26	SP(Sec/SPI)	0.920881	0.079119	CS pos: 23-24. ASS-YI. Pr: 0.4004
Q9KU29	SP(Sec/SPI)	0.851089	0.148911	CS pos: 29-30. ASA-ST. Pr: 0.5680
Q9KU33	OTHER	0.000366	0.999634	
Q9KU34	OTHER	0.000545	0.999455	
Q9KU35	OTHER	0.028747	0.971253	
Q9KU36	OTHER	0.000831	0.999169	
Q9KU45	OTHER	0.002412	0.997588	
Q9KU52	OTHER	0.000559	0.999441	
Q9KU53	OTHER	0.001417	0.998583	
Q9KU56	OTHER	0.003234	0.996766	
Q9KU59	OTHER	0.001149	0.998851	
Q9KU61	OTHER	0.047494	0.952506	
Q9KU62	OTHER	0.001461	0.998539	
Q9KU64	OTHER	0.001606	0.998394	
Q9KU65	OTHER	0.163626	0.836374	
Q9KU66	OTHER	0.005527	0.994473	
Q9KU69	OTHER	0.000797	0.999203	
Q9KU73	OTHER	0.012193	0.987807	
Q9KU75	SP(Sec/SPI)	0.967522	0.032478	CS pos: 21-22. CAT-QN. Pr: 0.4506
Q9KU77	OTHER	0.001025	0.998975	
Q9KU79	OTHER	0.001019	0.998981	
Q9KU80	OTHER	0.000618	0.999382	
Q9KU81	OTHER	0.000439	0.999561	
Q9KU82	OTHER	0.001266	0.998734	
Q9KU83	OTHER	0.043020	0.956980	
Q9KU85	OTHER	0.001344	0.998656	
Q9KU89	OTHER	0.000786	0.999214	
Q9KU96	OTHER	0.001251	0.998749	
Q9KUA1	OTHER	0.120860	0.879140	
Q9KUB0	OTHER	0.000915	0.999085	
Q9KUC6	OTHER	0.024265	0.975735	
Q9KUC7	OTHER	0.026325	0.973675	
Q9KUC9	OTHER	0.025634	0.974366	
Q9KUD2	OTHER	0.032812	0.967188	
Q9KUD6	OTHER	0.000455	0.999545	
Q9KUD9	OTHER	0.000739	0.999261	
Q9KUE0	SP(Sec/SPI)	0.794634	0.205366	CS pos: 29-30. CST-QP. Pr: 0.3942
Q9KUE4	OTHER	0.000648	0.999352	
Q9KUE7	OTHER	0.000458	0.999542	
Q9KUF0	OTHER	0.000476	0.999524	
Q9KUF1	OTHER	0.000784	0.999216	
Q9KUF3	OTHER	0.001169	0.998831	
Q9KUF4	OTHER	0.320161	0.679839	
Q9KUF5	SP(Sec/SPI)	0.976242	0.023758	CS pos: 27-28. ATA-AL. Pr: 0.4794
Q9KUF6	SP(Sec/SPI)	0.634061	0.365939	CS pos: 28-29. LRA-KL. Pr: 0.3805
Q9KUF7	OTHER	0.000463	0.999537	
Q9KUF8	OTHER	0.009946	0.990054	
Q9KUF9	OTHER	0.002669	0.997331	
Q9KUG0	OTHER	0.000747	0.999253	
Q9KUG5	OTHER	0.000480	0.999520	
Q9KUH0	OTHER	0.003266	0.996734	
Q9KUH3	OTHER	0.004777	0.995223	
Q9KUH4	OTHER	0.000958	0.999042	
Q9KUI1	OTHER	0.004448	0.995552	
Q9KUI2	OTHER	0.084428	0.915572	
Q9KUI3	SP(Sec/SPI)	0.991175	0.008825	CS pos: 21-22. ASA-AD. Pr: 0.8058
Q9KUI4	OTHER	0.000471	0.999529	
Q9KUI6	OTHER	0.000595	0.999405	
Q9KUI7	SP(Sec/SPI)	0.991574	0.008426	CS pos: 22-23. CTA-PT. Pr: 0.2285
Q9KUI8	OTHER	0.001012	0.998988	
Q9KUJ2	OTHER	0.006053	0.993947	
Q9KUJ3	OTHER	0.429804	0.570196	
Q9KUJ6	OTHER	0.000436	0.999564	
Q9KUK4	OTHER	0.105846	0.894154	
Q9KUK6	OTHER	0.001156	0.998844	
Q9KUL7	OTHER	0.000616	0.999384	
Q9KUM6	OTHER	0.001395	0.998605	
Q9KUM7	SP(Sec/SPI)	0.979826	0.020174	CS pos: 27-28. AQA-NE. Pr: 0.9210
Q9KUN0	OTHER	0.001056	0.998944	
Q9KUN3	OTHER	0.001004	0.998996	
Q9KUN5	OTHER	0.000192	0.999808	
Q9KUN7	OTHER	0.001691	0.998309	
Q9KUP4	OTHER	0.000357	0.999643	
Q9KUP6	OTHER	0.001398	0.998602	
Q9KUP9	OTHER	0.001280	0.998720	
Q9KUQ5	OTHER	0.040446	0.959554	
Q9KUR0	OTHER	0.027450	0.972550	
Q9KUR1	OTHER	0.003803	0.996197	
Q9KUR3	OTHER	0.002997	0.997003	
Q9KUR4	OTHER	0.000488	0.999512	
Q9KUR8	OTHER	0.064462	0.935538	
Q9KUR9	SP(Sec/SPI)	0.945642	0.054358	CS pos: 24-25. IQA-EA. Pr: 0.5367
Q9KUS4	OTHER	0.000318	0.999682	
Q9KUS5	OTHER	0.010239	0.989761	
Q9KUS9	OTHER	0.000857	0.999143	
Q9KUT0	OTHER	0.001774	0.998226	
Q9KUT1	OTHER	0.035319	0.964681	
Q9KUT2	OTHER	0.132797	0.867203	
Q9KUT4	OTHER	0.001073	0.998927	
Q9KUU1	OTHER	0.000244	0.999756	
Q9KUU2	OTHER	0.000511	0.999489	
Q9KUU6	OTHER	0.000499	0.999501	
Q9KUU8	OTHER	0.017447	0.982553	
Q9KUU9	SP(Sec/SPI)	0.708950	0.291050	CS pos: 30-31. ADS-RL. Pr: 0.2303
Q9KUW4	OTHER	0.004633	0.995367	
Q9KUW8	OTHER	0.001370	0.998630	
Q9KUX0	OTHER	0.111880	0.888120	
Q9KUY0	OTHER	0.000356	0.999644	
Q9KUY9	OTHER	0.001023	0.998977	
Q9KUZ0	OTHER	0.001358	0.998642	
Q9KUZ1	OTHER	0.001875	0.998125	
Q9KUZ2	OTHER	0.001786	0.998214	
Q9KUZ7	OTHER	0.001705	0.998295	
Q9KUZ8	OTHER	0.000742	0.999258	
Q9KUZ9	OTHER	0.000788	0.999212	
Q9KV01	OTHER	0.002444	0.997556	
Q9KV02	OTHER	0.002693	0.997307	
